Timestamp,Observation Date,Observation Time,Rip Current Activity [Balboa Ct.],Rip Current Activity [San Fernando Pl.],Rip Current Activity [Santa Clara Pl.],Balboa Ct. Rip Index,San Fernando Pl Rip Value,Santa Clara Rip Index,Balboa Ct. # of Rip Rescues:,San Fernando Pl.. # of Rip Rescues:,Santa Clara Pl.. # of Rip Rescues:,Observer ID:,Username,Statement 0,Statement 1,Statement 2,Statement 3
3/4/2020 15:23:35,3/4/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
3/4/2020 19:56:12,3/4/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
3/8/2020 21:14:40,3/8/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
3/8/2020 21:15:02,3/8/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
3/9/2020 21:51:01,3/9/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
3/9/2020 21:51:20,3/9/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
3/15/2020 21:12:59,3/15/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
3/15/2020 21:13:30,3/15/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
4/6/2020 20:35:19,4/6/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
4/6/2020 20:35:43,4/6/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
4/7/2020 21:37:05,4/7/2020,11:00 AM,No rips present,No rips present,No rips present,0,0,0,0,0,0,251205,,,,,
4/7/2020 21:37:24,4/7/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
4/8/2020 15:54:18,4/8/2020,11:00 AM,No rips present,No rips present,No rips present,0,0,0,0,0,0,302808,,,,,
4/26/2020 13:51:00,4/25/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
4/26/2020 13:51:35,4/25/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
4/26/2020 14:01:47,4/26/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
5/2/2020 22:51:10,5/2/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
5/2/2020 22:51:56,5/2/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
5/3/2020 21:43:30,5/3/2020,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,251205,,,,,
5/3/2020 21:44:10,5/3/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
5/9/2020 16:51:09,5/9/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
5/11/2020 13:11:56,5/10/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
5/11/2020 13:12:24,5/10/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
5/11/2020 13:16:44,5/11/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
5/11/2020 20:15:02,5/11/2020,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,251205,,,,,
5/12/2020 18:34:00,5/12/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
5/12/2020 18:34:35,5/12/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
5/31/2020 13:42:28,5/31/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,302808,,,,,
6/3/2020 21:45:16,6/3/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,2,2,2,302808,,,,,
6/16/2020 15:42:00,6/16/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,303969,,,,,
6/17/2020 19:43:14,6/17/2020,3:00 PM,No rips present,No rips present,No rips present,0,0,0,2,6,4,302808,,,,,
6/21/2020 19:41:13,6/21/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
6/21/2020 19:41:55,6/21/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
6/22/2020 21:33:59,6/22/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,307639,,,,,
6/22/2020 21:34:28,6/22/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,1,0,307639,,,,,
6/24/2020 13:28:47,6/24/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,302808,,,,,
7/11/2020 14:56:06,7/11/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,2,2,0,schneider,,,,,
7/13/2020 16:25:01,7/13/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",2,2,1,1,3,0,302827,,,,,
7/16/2020 20:04:35,7/16/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",No rips present,1,2,0,3,3,0,schneider,,,,,
7/16/2020 20:05:51,7/16/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",No rips present,1,1,0,1,2,0,schneider,,,,,
7/17/2020 15:58:24,7/17/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,2,3,0,schneider,,,,,
7/21/2020 16:12:04,7/20/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,4,0,251205,,,,,
7/21/2020 16:12:43,7/20/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,8,0,251205,,,,,
7/21/2020 16:16:12,7/21/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
7/21/2020 20:17:56,7/21/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,8,0,251205,,,,,
7/22/2020 14:02:04,7/22/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,schneider,,,,,
7/22/2020 18:42:56,7/22/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,1,2,0,SCHNEIDER,,,,,
7/23/2020 15:28:56,7/23/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,1,0,schneider,,,,,
7/25/2020 15:56:41,7/25/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,1,0,251205,,,,,
7/25/2020 19:50:11,7/25/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,2,2,0,301962,,,,,
7/28/2020 20:31:46,7/28/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,4,0,0,301962,,,,,
7/28/2020 20:32:31,7/28/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,301962,,,,,
7/29/2020 14:10:19,7/29/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,301962,,,,,
8/3/2020 17:57:50,8/3/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
8/3/2020 17:58:17,8/3/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
8/4/2020 15:23:29,8/4/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,301962,,,,,
8/4/2020 19:46:38,8/4/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,2,5,0,301962,,,,,
8/5/2020 16:24:51,8/5/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,1,1,1,301962,,,,,
8/6/2020 16:15:25,8/6/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,2,0,0,236339,,,,,
8/6/2020 18:46:26,8/6/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,2,0,301962,,,,,
8/6/2020 18:47:06,8/6/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,2,1,1,301962,,,,,
8/7/2020 16:36:10,8/7/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,301962,,,,,
8/7/2020 19:48:25,8/7/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,2,1,0,301962,,,,,
8/10/2020 20:09:44,8/10/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,3,0,303969,,,,,
8/17/2020 19:11:31,8/17/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,1,0,0,301962,,,,,
8/17/2020 19:12:18,8/17/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,2,0,301962,,,,,
8/18/2020 18:33:52,8/18/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
8/18/2020 18:34:25,8/18/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
8/23/2020 15:22:37,8/23/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",No rips present,1,1,0,0,1,0,303969,,,,,
8/27/2020 18:30:25,8/27/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,301962,,,,,
8/27/2020 18:31:03,8/27/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,301962,,,,,
9/8/2020 18:33:27,9/8/2020,11:00 AM,No rips present,No rips present,No rips present,0,0,0,0,0,0,251205,,,,,
9/8/2020 18:34:05,9/8/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
9/12/2020 16:15:56,9/12/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
9/12/2020 20:12:26,9/12/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
9/13/2020 14:42:23,9/13/2020,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,2,1,302808,,,,,
9/15/2020 14:45:04,9/14/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
9/15/2020 14:45:32,9/14/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
9/15/2020 14:47:14,9/15/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
9/18/2020 21:14:18,9/18/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,1,0,301962,,,,,
9/18/2020 21:14:55,9/18/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,1,301962,,,,,
9/19/2020 13:57:13,9/19/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
9/21/2020 13:23:56,9/19/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,4,6,0,251205,,,,,
9/21/2020 13:24:22,9/20/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
9/21/2020 13:25:12,9/20/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
9/21/2020 17:31:10,9/21/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
9/22/2020 14:16:33,9/21/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
9/22/2020 14:16:59,9/22/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
9/28/2020 14:25:19,9/26/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
9/28/2020 14:25:50,9/26/2020,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,4,0,251205,,,,,
9/28/2020 14:26:14,9/27/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
9/28/2020 14:26:41,9/27/2020,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,251205,,,,,
9/28/2020 14:27:07,9/28/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
9/28/2020 20:19:44,9/28/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,5,0,251205,,,,,
10/3/2020 16:17:10,10/3/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,2,0,0,300975,,,,,
10/6/2020 17:20:01,10/6/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
10/6/2020 17:21:06,10/5/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
10/6/2020 17:21:32,10/4/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
10/7/2020 15:12:25,10/6/2020,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,251205,,,,,
10/7/2020 15:14:54,10/7/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
10/7/2020 19:43:00,10/7/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
10/11/2020 20:09:28,10/11/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
10/11/2020 20:09:52,10/11/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
10/12/2020 19:04:26,10/12/2020,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,251205,,,,,
10/12/2020 19:04:54,10/12/2020,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,1,0,251205,,,,,
10/15/2020 13:26:03,10/14/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,302884,,,,,
10/15/2020 13:28:50,10/14/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,302884,,,,,
10/15/2020 13:31:43,10/15/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,302884,,,,,
10/15/2020 20:37:20,10/15/2020,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,Valente,,,,,
10/16/2020 14:53:15,10/16/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,1,302884,,,,,
10/17/2020 12:11:29,10/16/2020,3:00 PM,No rips present,"Medium to strong rip currents present, will likely be hazardous to swimmers",No rips present,0,2,0,0,0,0,Valente,,,,,
10/17/2020 13:30:37,10/17/2020,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers",No rips present,0,1,0,0,0,0,Valente,,,,,
10/17/2020 21:03:41,10/17/2020,3:00 PM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers",No rips present,0,1,0,0,0,0,Valente,,,,,
10/19/2020 13:24:31,10/18/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
10/19/2020 13:24:34,10/18/2020,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,251205,,,,,
